,Date,Location,Tour,Track,Album
1020,"August 9, 2016 ","AT&T Park, San Francisco, CA, USA",Not in This Lifetime,The Equalizer,#N/A
1034,"August 9, 2016 ","AT&T Park, San Francisco, CA, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1038,"August 9, 2016 ","AT&T Park, San Francisco, CA, USA",Not in This Lifetime,Wish You Were Here,#N/A
1043,"August 9, 2016 ","AT&T Park, San Francisco, CA, USA",Not in This Lifetime,The Seeker,#N/A
1045,"August 5, 2016 ","NRG Stadium, Houston, TX, USA",Not in This Lifetime,Looney Tunes,#N/A
1046,"August 5, 2016 ","NRG Stadium, Houston, TX, USA",Not in This Lifetime,The Equalizer,#N/A
1060,"August 5, 2016 ","NRG Stadium, Houston, TX, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1064,"August 5, 2016 ","NRG Stadium, Houston, TX, USA",Not in This Lifetime,Wish You Were Here,#N/A
1070,"August 5, 2016 ","NRG Stadium, Houston, TX, USA",Not in This Lifetime,The Seeker,#N/A
1072,"August 3, 2016 ","AT&T Stadium, Arlington, TX, USA",Not in This Lifetime,Looney Tunes,#N/A
1073,"August 3, 2016 ","AT&T Stadium, Arlington, TX, USA",Not in This Lifetime,The Equalizer,#N/A
1087,"August 3, 2016 ","AT&T Stadium, Arlington, TX, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1091,"August 3, 2016 ","AT&T Stadium, Arlington, TX, USA",Not in This Lifetime,Wish You Were Here,#N/A
1097,"August 3, 2016 ","AT&T Stadium, Arlington, TX, USA",Not in This Lifetime,The Seeker,#N/A
1099,"July 31, 2016 ","Mercedes-Benz Superdome, New Orleans, LA, USA",Not in This Lifetime,Looney Tunes,#N/A
1100,"July 31, 2016 ","Mercedes-Benz Superdome, New Orleans, LA, USA",Not in This Lifetime,The Equalizer,#N/A
1114,"July 31, 2016 ","Mercedes-Benz Superdome, New Orleans, LA, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1118,"July 31, 2016 ","Mercedes-Benz Superdome, New Orleans, LA, USA",Not in This Lifetime,Wish You Were Here,#N/A
1123,"July 31, 2016 ","Mercedes-Benz Superdome, New Orleans, LA, USA",Not in This Lifetime,The Seeker,#N/A
1125,"July 29, 2016 ","Camping World Stadium, Orlando, FL, USA",Not in This Lifetime,Looney Tunes,#N/A
1126,"July 29, 2016 ","Camping World Stadium, Orlando, FL, USA",Not in This Lifetime,The Equalizer,#N/A
1140,"July 29, 2016 ","Camping World Stadium, Orlando, FL, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1144,"July 29, 2016 ","Camping World Stadium, Orlando, FL, USA",Not in This Lifetime,Wish You Were Here,#N/A
1149,"July 29, 2016 ","Camping World Stadium, Orlando, FL, USA",Not in This Lifetime,The Seeker,#N/A
1151,"July 27, 2016 ","Georgia Dome, Atlanta, GA, USA",Not in This Lifetime,Looney Tunes,#N/A
1152,"July 27, 2016 ","Georgia Dome, Atlanta, GA, USA",Not in This Lifetime,The Equalizer,#N/A
1166,"July 27, 2016 ","Georgia Dome, Atlanta, GA, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1170,"July 27, 2016 ","Georgia Dome, Atlanta, GA, USA",Not in This Lifetime,Wish You Were Here,#N/A
1175,"July 27, 2016 ","Georgia Dome, Atlanta, GA, USA",Not in This Lifetime,The Seeker,#N/A
1177,"July 24, 2016 ","MetLife Stadium, East Rutherford, NJ, USA",Not in This Lifetime,Looney Tunes,#N/A
1178,"July 24, 2016 ","MetLife Stadium, East Rutherford, NJ, USA",Not in This Lifetime,The Equalizer,#N/A
1192,"July 24, 2016 ","MetLife Stadium, East Rutherford, NJ, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1196,"July 24, 2016 ","MetLife Stadium, East Rutherford, NJ, USA",Not in This Lifetime,Wish You Were Here,#N/A
1201,"July 24, 2016 ","MetLife Stadium, East Rutherford, NJ, USA",Not in This Lifetime,The Seeker,#N/A
1203,"July 23, 2016 ","MetLife Stadium, East Rutherford, NJ, USA",Not in This Lifetime,Looney Tunes,#N/A
1204,"July 23, 2016 ","MetLife Stadium, East Rutherford, NJ, USA",Not in This Lifetime,The Equalizer,#N/A
1218,"July 23, 2016 ","MetLife Stadium, East Rutherford, NJ, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1222,"July 23, 2016 ","MetLife Stadium, East Rutherford, NJ, USA",Not in This Lifetime,Wish You Were Here,#N/A
1227,"July 23, 2016 ","MetLife Stadium, East Rutherford, NJ, USA",Not in This Lifetime,The Seeker,#N/A
1229,"July 20, 2016 ","Gillette Stadium, Foxborough, MA, USA",Not in This Lifetime,Looney Tunes,#N/A
1230,"July 20, 2016 ","Gillette Stadium, Foxborough, MA, USA",Not in This Lifetime,The Equalizer,#N/A
1245,"July 20, 2016 ","Gillette Stadium, Foxborough, MA, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1249,"July 20, 2016 ","Gillette Stadium, Foxborough, MA, USA",Not in This Lifetime,Wish You Were Here,#N/A
1254,"July 20, 2016 ","Gillette Stadium, Foxborough, MA, USA",Not in This Lifetime,The Seeker,#N/A
1256,"July 19, 2016 ","Gillette Stadium, Foxborough, MA, USA",Not in This Lifetime,Looney Tunes,#N/A
1257,"July 19, 2016 ","Gillette Stadium, Foxborough, MA, USA",Not in This Lifetime,The Equalizer,#N/A
1273,"July 19, 2016 ","Gillette Stadium, Foxborough, MA, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1277,"July 19, 2016 ","Gillette Stadium, Foxborough, MA, USA",Not in This Lifetime,Wish You Were Here,#N/A
1282,"July 19, 2016 ","Gillette Stadium, Foxborough, MA, USA",Not in This Lifetime,The Seeker,#N/A
1284,"July 16, 2016 ","Rogers Centre, Toronto, ON, Canada",Not in This Lifetime,Looney Tunes,#N/A
1285,"July 16, 2016 ","Rogers Centre, Toronto, ON, Canada",Not in This Lifetime,The Equalizer,#N/A
1299,"July 16, 2016 ","Rogers Centre, Toronto, ON, Canada",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1304,"July 16, 2016 ","Rogers Centre, Toronto, ON, Canada",Not in This Lifetime,Wish You Were Here,#N/A
1309,"July 16, 2016 ","Rogers Centre, Toronto, ON, Canada",Not in This Lifetime,The Seeker,#N/A
1311,"July 14, 2016 ","Lincoln Financial Field, Philadelphia, PA, USA",Not in This Lifetime,Looney Tunes,#N/A
1312,"July 14, 2016 ","Lincoln Financial Field, Philadelphia, PA, USA",Not in This Lifetime,The Equalizer,#N/A
1328,"July 14, 2016 ","Lincoln Financial Field, Philadelphia, PA, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1331,"July 14, 2016 ","Lincoln Financial Field, Philadelphia, PA, USA",Not in This Lifetime,Wish You Were Here,#N/A
1336,"July 14, 2016 ","Lincoln Financial Field, Philadelphia, PA, USA",Not in This Lifetime,The Seeker,#N/A
1338,"July 12, 2016 ","Heinz Field, Pittsburgh, PA, USA",Not in This Lifetime,Looney Tunes,#N/A
1339,"July 12, 2016 ","Heinz Field, Pittsburgh, PA, USA",Not in This Lifetime,The Equalizer,#N/A
1353,"July 12, 2016 ","Heinz Field, Pittsburgh, PA, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1357,"July 12, 2016 ","Heinz Field, Pittsburgh, PA, USA",Not in This Lifetime,Wish You Were Here,#N/A
1362,"July 12, 2016 ","Heinz Field, Pittsburgh, PA, USA",Not in This Lifetime,The Seeker,#N/A
1364,"July 9, 2016 ","Nissan Stadium, Nashville, TN, USA",Not in This Lifetime,Looney Tunes,#N/A
1365,"July 9, 2016 ","Nissan Stadium, Nashville, TN, USA",Not in This Lifetime,The Equalizer,#N/A
1379,"July 9, 2016 ","Nissan Stadium, Nashville, TN, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1384,"July 9, 2016 ","Nissan Stadium, Nashville, TN, USA",Not in This Lifetime,Wish You Were Here,#N/A
1389,"July 9, 2016 ","Nissan Stadium, Nashville, TN, USA",Not in This Lifetime,The Seeker,#N/A
1391,"July 6, 2016 ","Paul Brown Stadium, Cincinnati, OH, USA",Not in This Lifetime,Looney Tunes,#N/A
1392,"July 6, 2016 ","Paul Brown Stadium, Cincinnati, OH, USA",Not in This Lifetime,The Equalizer,#N/A
1406,"July 6, 2016 ","Paul Brown Stadium, Cincinnati, OH, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1411,"July 6, 2016 ","Paul Brown Stadium, Cincinnati, OH, USA",Not in This Lifetime,Wish You Were Here,#N/A
1416,"July 6, 2016 ","Paul Brown Stadium, Cincinnati, OH, USA",Not in This Lifetime,The Seeker,#N/A
1418,"July 3, 2016 ","Soldier Field, Chicago, IL, USA",Not in This Lifetime,Looney Tunes,#N/A
1419,"July 3, 2016 ","Soldier Field, Chicago, IL, USA",Not in This Lifetime,The Equalizer,#N/A
1433,"July 3, 2016 ","Soldier Field, Chicago, IL, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1437,"July 3, 2016 ","Soldier Field, Chicago, IL, USA",Not in This Lifetime,Wish You Were Here,#N/A
1442,"July 3, 2016 ","Soldier Field, Chicago, IL, USA",Not in This Lifetime,The Seeker,#N/A
1444,"July 1, 2016 ","Soldier Field, Chicago, IL, USA",Not in This Lifetime,Looney Tunes,#N/A
1445,"July 1, 2016 ","Soldier Field, Chicago, IL, USA",Not in This Lifetime,The Equalizer,#N/A
1459,"July 1, 2016 ","Soldier Field, Chicago, IL, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1463,"July 1, 2016 ","Soldier Field, Chicago, IL, USA",Not in This Lifetime,Wish You Were Here,#N/A
1468,"July 1, 2016 ","Soldier Field, Chicago, IL, USA",Not in This Lifetime,The Seeker,#N/A
1470,"June 29, 2016 ","Arrowhead Stadium, Kansas City, MO, USA",Not in This Lifetime,Looney Tunes,#N/A
1471,"June 29, 2016 ","Arrowhead Stadium, Kansas City, MO, USA",Not in This Lifetime,The Equalizer,#N/A
1484,"June 29, 2016 ","Arrowhead Stadium, Kansas City, MO, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1489,"June 29, 2016 ","Arrowhead Stadium, Kansas City, MO, USA",Not in This Lifetime,Wish You Were Here,#N/A
1494,"June 29, 2016 ","Arrowhead Stadium, Kansas City, MO, USA",Not in This Lifetime,The Seeker,#N/A
1496,"June 26, 2016 ","FedEx Field, Landover, MD, USA",Not in This Lifetime,Looney Tunes,#N/A
1497,"June 26, 2016 ","FedEx Field, Landover, MD, USA",Not in This Lifetime,The Equalizer,#N/A
1511,"June 26, 2016 ","FedEx Field, Landover, MD, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1515,"June 26, 2016 ","FedEx Field, Landover, MD, USA",Not in This Lifetime,Wish You Were Here,#N/A
1520,"June 26, 2016 ","FedEx Field, Landover, MD, USA",Not in This Lifetime,The Seeker,#N/A
1522,"June 23, 2016 ","Ford Field, Detroit, MI, USA",Not in This Lifetime,Looney Tunes,#N/A
1523,"June 23, 2016 ","Ford Field, Detroit, MI, USA",Not in This Lifetime,The Equalizer,#N/A
1537,"June 23, 2016 ","Ford Field, Detroit, MI, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1541,"June 23, 2016 ","Ford Field, Detroit, MI, USA",Not in This Lifetime,Wish You Were Here,#N/A
1546,"June 23, 2016 ","Ford Field, Detroit, MI, USA",Not in This Lifetime,The Seeker,#N/A
1548,"April 23, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,Looney Tunes,#N/A
1549,"April 23, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,The Equalizer,#N/A
1562,"April 23, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1566,"April 23, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,Wish You Were Here,#N/A
1573,"April 23, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,The Seeker,#N/A
1575,"April 20, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,Looney Tunes,#N/A
1576,"April 20, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,The Equalizer,#N/A
1589,"April 20, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1593,"April 20, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,Wish You Were Here,#N/A
1599,"April 20, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,The Seeker,#N/A
1601,"April 19, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,Looney Tunes,#N/A
1602,"April 19, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,The Equalizer,#N/A
1615,"April 19, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1619,"April 19, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,Wish You Were Here,#N/A
1624,"April 19, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,The Seeker,#N/A
1626,"April 16, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,Looney Tunes,#N/A
1627,"April 16, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,The Equalizer,#N/A
1640,"April 16, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1644,"April 16, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,Whole Lotta Rosie,#N/A
1645,"April 16, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,Riff Raff,#N/A
1646,"April 16, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,Wish You Were Here,#N/A
1651,"April 16, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,The Seeker,#N/A
1653,"April 9, 2016 ","T-Mobile Arena, Las Vegas, NV, USA",Not in This Lifetime,Looney Tunes,#N/A
1654,"April 9, 2016 ","T-Mobile Arena, Las Vegas, NV, USA",Not in This Lifetime,The Equalizer,#N/A
1667,"April 9, 2016 ","T-Mobile Arena, Las Vegas, NV, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1672,"April 9, 2016 ","T-Mobile Arena, Las Vegas, NV, USA",Not in This Lifetime,Wish You Were Here,#N/A
1677,"April 9, 2016 ","T-Mobile Arena, Las Vegas, NV, USA",Not in This Lifetime,The Seeker,#N/A
1679,"April 8, 2016 ","T-Mobile Arena, Las Vegas, NV, USA",Not in This Lifetime,Looney Tunes,#N/A
1680,"April 8, 2016 ","T-Mobile Arena, Las Vegas, NV, USA",Not in This Lifetime,The Equalizer,#N/A
1693,"April 8, 2016 ","T-Mobile Arena, Las Vegas, NV, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1697,"April 8, 2016 ","T-Mobile Arena, Las Vegas, NV, USA",Not in This Lifetime,Wish You Were Here,#N/A
1711,"April 1, 2016 ","Troubadour, West Hollywood, CA, USA",Not in This Lifetime,Speak Softly Love (Love Theme From The Godfather),#N/A
1718,"April 1, 2016 ","Troubadour, West Hollywood, CA, USA",Not in This Lifetime,The Seeker,#N/A
1720,"June 7, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Far From Any Road,#N/A
1729,"June 7, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Richard Fortus Guitar Solo,#N/A
1732,"June 7, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Holidays in the Sun,#N/A
1733,"June 7, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Dizzy Reed Piano Solo,#N/A
1736,"June 7, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,DJ Ashba Guitar Solo,#N/A
1739,"June 7, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Abnormal,#N/A
1747,"June 7, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,The Seeker,#N/A
1749,"June 6, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Far From Any Road,#N/A
1758,"June 6, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Richard Fortus Guitar Solo,#N/A
1762,"June 6, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Holidays in the Sun,#N/A
1763,"June 6, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Dizzy Reed Piano Solo,#N/A
1766,"June 6, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,DJ Ashba Guitar Solo,#N/A
1769,"June 6, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Abnormal,#N/A
1771,"June 6, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Marseilles,#N/A
1773,"June 6, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Riff Raff,#N/A
1779,"June 6, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,The Seeker,#N/A
1781,"June 6, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Baby Blue,#N/A
1782,"June 4, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Far From Any Road,#N/A
1790,"June 4, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Richard Fortus Guitar Solo,#N/A
1793,"June 4, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Holidays in the Sun,#N/A
1794,"June 4, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Dizzy Reed Piano Solo,#N/A
1797,"June 4, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,DJ Ashba Guitar Solo,#N/A
1800,"June 4, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Marseilles,#N/A
1801,"June 4, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Abnormal,#N/A
1809,"June 4, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,The Seeker,#N/A
1811,"June 4, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Baby Blue,#N/A
1812,"May 31, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Far From Any Road,#N/A
1820,"May 31, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Richard Fortus Guitar Solo,#N/A
1825,"May 31, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Dizzy Reed Piano Solo,#N/A
1828,"May 31, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,DJ Ashba Guitar Solo,#N/A
1831,"May 31, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Abnormal,#N/A
1837,"May 31, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,The Seeker,#N/A
1839,"May 31, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Baby Blue,#N/A
1840,"May 30, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Far From Any Road,#N/A
